age,sexe,region,niveau_education_parents,situation_financiere,note_moyenne,taux_absenteisme,taux_remise_devoirs,temps_moodle_heures,participation_forums,satisfaction_etudiant,abandon
19,M,Urbaine,Université,Moyenne,13.045785359582942,6.948792611562547,79.54261411678151,8.172604463229998,7,9.974559254545802,0
19,M,Rurale,Université,Moyenne,11.624476714850507,50.959856127557465,92.68441465756388,90.3789299985555,6,8.746311209016756,0
20,M,Semi-urbaine,Post-grad,Moyenne,14.540646311654742,14.93362462553793,88.17937040502345,137.36990266632253,4,6.54056881310977,0
24,F,Urbaine,Primaire,Moyenne,11.654327302343408,31.4720980619649,74.52669518167632,7.365008798990899,6,5.670836368139066,0
17,F,Urbaine,Secondaire,Bonne,10.845171334769756,10.387418789996019,100.0,33.49508604009357,2,3.773843692648379,0
21,M,Rurale,Primaire,Précaire,13.622725555682969,59.29483893002673,67.1616402263143,14.980225958400403,2,6.110474837332502,1
17,F,Rurale,Secondaire,Précaire,14.628507501573699,14.932316516690733,69.52788184133884,70.22766374257601,3,6.526337082068855,0
19,M,Rurale,Secondaire,Bonne,9.994964415459595,17.296957661999926,95.02530951765188,63.94014036772538,9,6.570545212418984,0
22,F,Urbaine,Secondaire,Moyenne,11.816772985942873,53.97535652724146,100.0,7.592631485021287,4,6.774837070932105,0
20,M,Urbaine,Secondaire,Bonne,8.824678099075042,20.638116668271504,76.33896711655842,104.78963328834902,7,2.4126054995448873,0
17,M,Urbaine,Primaire,Moyenne,4.505816947521182,55.492986421005256,91.19232059099718,9.981915337707402,8,8.558059075959427,1
18,F,Rurale,Primaire,Bonne,12.601378894241186,26.469616515204926,67.11454662597467,79.79130515605254,6,8.790173672128669,0
21,M,Urbaine,Primaire,Moyenne,13.826716068763895,20.752197434122817,71.06522025866042,30.530489479407645,3,7.742062431972034,0
18,M,Urbaine,Post-grad,Moyenne,12.786200427260177,5.368011974130837,100.0,19.895110966071574,6,4.661309072468391,0
20,M,Semi-urbaine,Université,Bonne,6.1513148467368985,44.52027338423294,90.48644546135704,8.61297325332597,3,7.733971513102054,1
20,F,Urbaine,Post-grad,Moyenne,10.947451709770576,61.84913264668911,100.0,9.172965558350937,7,7.045220047629109,0
18,F,Semi-urbaine,Secondaire,Précaire,5.344956719846756,30.79636847431777,100.0,54.21928166259137,6,7.948965392501053,0
24,M,Rurale,Secondaire,Moyenne,16.109103322962554,62.019833836912454,53.65675460323939,39.973228576862105,2,10.0,0
21,F,Rurale,Université,Précaire,8.741836253645742,15.909065280331443,67.06068489916618,6.510299062731921,1,6.643062011171101,0
17,F,Urbaine,Secondaire,Précaire,15.76621082837969,36.46050375441866,89.11713702366714,5.9784861913319345,2,7.363050993493295,1
20,M,Urbaine,Secondaire,Moyenne,14.837608931052436,19.76561346945491,59.543650285891594,3.752913665108717,5,5.271276995148499,0
18,M,Rurale,Secondaire,Moyenne,9.298228942391816,56.60612912767989,69.18542436093881,68.08347239442791,4,8.843352638955135,1
21,M,Rurale,Primaire,Moyenne,8.601645146196764,21.270147787053588,100.0,62.21927281755364,5,8.405473343218851,0
18,M,Rurale,Secondaire,Moyenne,13.051110649159014,31.773482354211918,76.87651185083672,3.0103818274931236,8,7.433121094276585,1
19,F,Urbaine,Secondaire,Moyenne,9.467027888450787,45.41464829682412,95.65447867931552,41.07972743510641,4,4.893738234188718,1
21,M,Rurale,Université,Précaire,12.307453926474622,54.5266438474012,84.57747594771492,4.423867381404432,6,5.633393342305375,1
21,F,Rurale,Primaire,Précaire,10.551517227579245,60.96707303826775,74.80095618558074,117.03811825271858,3,3.3374827243765326,1
17,F,Rurale,Secondaire,Précaire,6.656524756603099,5.40647978366633,60.036860909492006,118.82095776867969,4,5.6097946758469455,1
19,M,Rurale,Université,Moyenne,5.3085959426266225,45.87949191993256,88.49953159846567,59.90500244029264,8,8.418734789166827,0
19,F,Rurale,Primaire,Précaire,12.680052745483792,27.97013575382582,100.0,130.3123221322688,5,7.79152360851614,0
18,M,Rurale,Secondaire,Moyenne,10.315326761008123,30.727710845800132,75.22708780351368,83.42040638044742,7,7.319375922420072,1
23,F,Urbaine,Université,Moyenne,10.340730549257604,32.62316154908033,86.0289753134329,88.1698485098247,2,9.968598181836636,0
20,F,Urbaine,Primaire,Bonne,14.087591517281357,10.722526643173298,62.20316794972012,42.164544185736766,5,7.6090594986602476,0
17,F,Urbaine,Primaire,Précaire,15.520326829897336,37.70639818680073,74.9173721312493,18.268431106844734,10,5.845690324887678,0
21,F,Urbaine,Secondaire,Moyenne,11.182365835914572,16.40530395814309,90.11322489192341,12.282184269300682,4,5.600129581467016,0
24,M,Urbaine,Secondaire,Moyenne,10.978203879270415,9.330735258658555,96.15573730599719,19.81536015402142,5,6.536570066177176,0
22,F,Urbaine,Université,Moyenne,13.500429099341652,42.918851852003115,93.3392312493728,49.50970568296174,3,6.099609993398934,1
17,F,Urbaine,Université,Bonne,7.929193290901274,43.91404412077546,54.52673033879145,9.476767839717343,3,8.90596299004558,1
19,F,Urbaine,Primaire,Précaire,12.669459164243092,49.07174735759635,78.14597741297885,14.96346304486452,8,7.84289436546038,1
22,F,Rurale,Université,Précaire,13.655657915466461,23.375009773159185,70.49078334558065,31.5613099967987,3,6.360653785081066,0
18,F,Semi-urbaine,Secondaire,Bonne,14.040690625252887,58.73590601705874,80.36457586274435,13.266689862546002,7,6.436792393132355,1
20,M,Urbaine,Primaire,Moyenne,6.189741892492606,27.353861055878255,83.33212846768983,44.41477282199665,8,8.406483457644825,0
21,M,Semi-urbaine,Université,Moyenne,9.715934190573178,53.38089235523403,100.0,128.31192790279547,4,9.021884216105963,1
18,F,Urbaine,Secondaire,Moyenne,9.3652102415296,49.77652419867526,89.42855555040289,68.9340440085686,5,3.313196696379414,1
19,M,Urbaine,Secondaire,Moyenne,12.29966086322764,19.639232316728123,100.0,54.894619515193455,6,6.6575749924357766,0
17,F,Urbaine,Primaire,Bonne,13.442233739303951,20.69828162119684,74.5073452835923,43.70006784222686,1,7.182982852802013,0
17,F,Urbaine,Secondaire,Bonne,16.490131222337943,30.928078521833818,63.74385163117267,33.46644596927349,2,8.096276761165127,0
19,M,Rurale,Secondaire,Moyenne,10.515103558895781,64.64823574417933,100.0,10.324392763126845,3,7.22598486863595,0
17,M,Rurale,Université,Moyenne,10.507282505072359,22.01679526464557,91.50182856850947,112.55205782875282,4,7.81439983161296,0
23,F,Urbaine,Primaire,Bonne,15.449016056636241,32.830801097531435,73.85092348961655,14.286598890336014,4,6.5260817201117085,0
17,M,Urbaine,Secondaire,Précaire,12.889730815590916,33.25299875567103,91.56734317765431,4.787502093271783,4,5.38827808949315,0
19,F,Urbaine,Secondaire,Précaire,15.802954533563922,21.43248981093348,97.52889350799147,69.3177539939009,3,8.568390199971134,0
20,M,Urbaine,Université,Bonne,12.866184009029508,57.2961885670593,86.78786219511387,9.655913666991706,5,8.631811977968967,0
22,F,Urbaine,Université,Moyenne,8.528650143860187,20.519381117795476,74.06445357960193,23.25247601994583,5,8.303667464338105,0
17,M,Urbaine,Université,Précaire,8.00061493566658,34.13790661984561,78.38105792716486,1.4346326798157096,2,8.65958162821384,0
22,F,Rurale,Université,Précaire,7.345463252823213,36.965400535978404,89.35932246774702,7.370965965913989,6,5.056544879489732,1
20,F,Semi-urbaine,Université,Bonne,13.98615550427542,44.57419178347825,87.9833193303353,9.509842126208296,3,5.985129774326605,1
18,F,Urbaine,Secondaire,Moyenne,15.565790469261024,32.98240899255619,100.0,2.797317139168213,4,9.239733259871493,1
20,M,Semi-urbaine,Secondaire,Moyenne,17.548086424159145,16.97069302969916,80.86134681396953,53.45126025727255,3,7.71246624573528,0
20,F,Urbaine,Université,Précaire,14.529315996969721,56.34015339795546,70.54359102436725,90.7026453166056,6,7.112334512934236,0
18,F,Urbaine,Post-grad,Moyenne,15.488515732604958,1.0196305733309297,100.0,23.36559526862801,4,6.49621449833514,0
20,M,Urbaine,Université,Moyenne,10.259951002038946,24.9757370134977,87.61732299231605,103.80295411980529,1,9.535797590341772,0
19,M,Rurale,Secondaire,Moyenne,8.53075254976843,28.196937401071487,97.51394136834305,11.998375092010463,9,3.459132194927551,1
20,M,Semi-urbaine,Primaire,Moyenne,14.55023799725266,40.258254268631724,92.8277255803882,19.681058036318976,7,7.588145925637889,1
21,F,Rurale,Secondaire,Précaire,13.253042256718203,19.538293948857568,87.79861657841334,8.169317811424477,5,6.86677728798899,1
23,F,Urbaine,Université,Bonne,12.322333123022677,39.933212326921584,81.58384403885249,48.452833848588526,4,4.494967615584655,0
17,F,Rurale,Secondaire,Moyenne,13.16211444189897,32.09957965246972,42.9427644496312,27.225117869404368,2,10.0,0
24,M,Urbaine,Secondaire,Bonne,12.969556447374618,39.94507004177966,69.05168138803269,47.50315082481496,4,1.6187872239640466,0
17,M,Semi-urbaine,Université,Moyenne,15.851450579560684,44.884385192830614,89.93678820125942,71.70597968206064,5,7.2425095001973885,0
19,F,Urbaine,Secondaire,Moyenne,15.884956754450867,37.86139427673284,44.21540142989657,39.450207254814316,4,8.05692378364742,0
21,F,Urbaine,Université,Moyenne,13.632661057021041,46.50848299745363,86.0742758906542,49.39341242264985,6,5.049878549159175,0
20,F,Urbaine,Secondaire,Moyenne,14.537408617688785,34.548953893602096,94.91845766296485,136.86132169626055,3,7.554520588732326,0
18,M,Rurale,Secondaire,Bonne,13.542187657274328,16.4556678652816,97.49917925655149,17.766956798440063,7,6.551035691073144,0
19,F,Urbaine,Secondaire,Moyenne,10.616490803896143,13.664641922484911,93.97232871197059,22.24908046356866,5,8.976098629226684,0
19,M,Rurale,Université,Précaire,14.26969402473942,36.7168863065108,99.3758792742567,63.23984260401515,6,10.0,1
18,M,Urbaine,Primaire,Moyenne,7.816514793422215,14.66526371833348,100.0,47.24808174162897,7,7.67718749957843,0
21,F,Rurale,Primaire,Moyenne,15.16167465688765,3.959656491633954,100.0,9.833169826227643,2,8.208095318757112,0
20,F,Rurale,Post-grad,Moyenne,8.416431180701895,59.67975038025918,87.95247098352895,23.592050610862987,6,5.049688107593888,0
18,F,Rurale,Primaire,Précaire,12.857409860384198,64.29565418317446,82.98070217840872,31.54036746897267,4,7.4295980299586075,0
21,M,Urbaine,Université,Moyenne,9.464538124721523,14.532007470929791,86.71956811829037,27.183786245339892,6,6.253976697033716,0
20,M,Urbaine,Université,Moyenne,13.66016694922328,21.519985574000643,80.86752772487921,9.817462825786079,3,8.557621537055779,0
21,F,Urbaine,Secondaire,Moyenne,11.898224322216274,16.81349993208284,100.0,129.13485572548788,6,4.147921341365885,0
21,F,Rurale,Université,Moyenne,7.215732125510003,35.8651512414039,93.58150312451481,71.84124189349325,8,4.852977906206751,1
18,M,Urbaine,Secondaire,Moyenne,13.262098893055438,16.118621192947327,79.2838531832991,32.826862097636955,3,9.360038625391944,0
18,M,Urbaine,Université,Précaire,10.266237669501868,19.80749629322979,100.0,56.98125074176767,7,7.419976388160993,0
21,M,Urbaine,Secondaire,Moyenne,14.643440162440108,42.307013488049805,80.62181718948084,113.7887226579621,15,9.647649225441818,0
21,F,Urbaine,Université,Moyenne,12.003977066203221,10.168847227389954,70.81342530890083,7.319204207598792,7,7.7274892883205375,0
19,M,Rurale,Primaire,Précaire,13.186262956164114,30.398640569449732,84.83886180023808,14.408979856965114,6,8.019558261387568,0
20,M,Urbaine,Université,Moyenne,9.127293134954364,9.32043709013969,72.63799774492416,39.12091878791009,3,6.3809932344804094,0
22,M,Rurale,Primaire,Bonne,10.232003305717914,13.766859448242402,99.04308606305881,80.22509855111385,2,6.612745280752707,0
18,M,Urbaine,Secondaire,Moyenne,10.624084091696746,8.085886008776843,72.31851724292537,1.8464216846831096,5,8.9288349162407,0
21,M,Urbaine,Secondaire,Moyenne,14.570107440727668,26.37039916695148,83.26945557683759,206.8150793959567,6,6.71352891617288,0
19,F,Urbaine,Primaire,Bonne,17.032131263416467,29.999899554195242,99.09561237918388,30.33990640716071,6,9.367070889537207,0
19,M,Urbaine,Université,Bonne,9.584484744771371,2.798350076654308,74.31697062121985,22.254324044234096,4,6.780292724389801,0
22,F,Urbaine,Secondaire,Précaire,15.23054443397304,25.04144814476039,91.16715299979465,17.31674632102039,1,4.640721131310633,0
21,M,Rurale,Post-grad,Bonne,5.490967746822894,7.9013707656227545,70.3987696224332,9.579622409562548,6,4.458487090156606,0
21,F,Urbaine,Post-grad,Moyenne,8.417431796723132,65.39070556854912,88.66574690795771,78.40853899333109,8,6.656527982209864,0
22,F,Rurale,Université,Moyenne,9.123664631439675,45.099394877096024,93.50870273286283,155.5169532802057,2,8.83147963831509,0
20,F,Urbaine,Primaire,Précaire,7.942473931677833,33.20008315966244,84.36774202477798,26.691472634106905,2,5.6698161038364265,1
21,F,Urbaine,Secondaire,Moyenne,7.24923483063726,46.02228572039305,85.50289431217479,152.26786880049934,2,8.463572972784437,0
19,M,Rurale,Université,Précaire,13.238996736413393,22.13857381378771,91.65978732340794,86.80610161428936,5,7.2014704926350355,0
20,M,Urbaine,Secondaire,Précaire,11.357796906816416,41.973697615822616,80.79237123063295,32.79749560919453,7,8.212419552035204,0
19,F,Urbaine,Primaire,Moyenne,13.13821619281533,14.232010897702029,98.34330446619441,56.04691024539328,7,6.4206256544928975,0
20,F,Urbaine,Université,Bonne,14.07141805836454,25.62395342290904,100.0,28.54507733797614,9,7.3660199007479745,0
21,F,Urbaine,Université,Bonne,12.7968509795176,12.757284673255388,71.11323011104568,40.90417039381854,4,8.877486350113145,0
18,F,Rurale,Université,Moyenne,13.97328952845112,75.34571723589039,100.0,2.9899597828259137,7,6.965657122823582,0
24,F,Urbaine,Primaire,Bonne,11.791403141273191,3.826143912083909,80.44768360752346,59.57973242203893,5,5.950290440131345,0
17,F,Rurale,Université,Bonne,8.439019835082766,8.38560409206155,100.0,2.7135516719243418,7,3.3645092250029554,1
17,M,Semi-urbaine,Secondaire,Moyenne,15.17344254246239,14.72667855195153,80.65124371204206,84.93667123641913,7,8.083064992910892,0
22,F,Urbaine,Secondaire,Précaire,10.232663601656618,52.231694760654634,95.61067862712956,87.13330454036624,3,5.4566908122561095,1
21,F,Semi-urbaine,Université,Moyenne,9.193211103712722,24.067820649124144,95.53015917294111,13.529927356763011,5,5.958901765893167,0
21,M,Urbaine,Secondaire,Bonne,11.466246372586806,16.309698194543632,79.19032692664972,19.553174134959548,5,4.85828540889674,0
21,F,Semi-urbaine,Secondaire,Moyenne,9.261567242110461,39.3665375381138,86.08941082269104,32.82248033064397,5,6.539830476777288,1
19,M,Urbaine,Primaire,Moyenne,10.747708854031703,73.13887034077507,100.0,45.399130372395085,5,10.0,0
18,F,Rurale,Université,Moyenne,13.0321617646904,19.802573757255125,80.16726325356991,16.938500044979158,8,7.704078220015235,0
20,M,Urbaine,Université,Moyenne,13.045025217738381,42.42647224794804,78.73680900618119,44.884049199565304,2,5.711723684292968,0
18,F,Urbaine,Université,Moyenne,9.306509800723113,45.31361097400451,67.69799198220826,17.675930322934377,6,6.087393215007529,1
21,F,Rurale,Université,Précaire,10.536883881153766,16.137387275917657,100.0,2.854488395921667,6,4.12254050010726,0
19,M,Rurale,Primaire,Moyenne,15.22299901431073,8.403141133803967,77.78835157743094,0.12653747393167547,6,4.7387761520988425,1
18,F,Urbaine,Secondaire,Bonne,13.489200353201824,17.31853112218075,100.0,5.332014372961495,1,4.420966561398184,1
19,F,Urbaine,Secondaire,Bonne,18.225195118045626,34.88472438861067,75.97967774393537,78.57116077380866,10,7.540664166322666,0
20,F,Rurale,Primaire,Précaire,15.540384521224583,26.933320198233172,100.0,162.76572666771528,5,7.893423798541831,0
18,M,Rurale,Secondaire,Bonne,15.432879205679818,21.90969919273949,97.09964675084125,27.84052874845853,3,7.155196939682156,0
18,M,Semi-urbaine,Post-grad,Moyenne,7.836394348632594,13.844417239497291,81.57352118400462,35.94212000825906,0,7.739681381506092,1
20,M,Rurale,Primaire,Moyenne,14.291581054900268,14.654278243889483,73.9858604306587,7.940887546650786,7,5.467593819309262,1
20,F,Semi-urbaine,Secondaire,Moyenne,11.840679594909268,34.10801952659176,75.20454136812918,40.04011107367034,4,4.703446331210846,1
18,F,Rurale,Secondaire,Bonne,10.347054589385252,22.662661650385417,75.01300194847344,7.812513404786511,6,4.69076635129127,0
19,F,Urbaine,Secondaire,Bonne,12.504046021597585,24.8131863936149,100.0,47.236353357724894,4,4.602147857072606,0
20,F,Urbaine,Post-grad,Moyenne,14.83563460383445,1.1288886856373221,87.40345546920109,135.34654207658804,2,7.717349412102287,0
17,F,Rurale,Secondaire,Bonne,13.502494773012636,17.96304257336534,68.27316351236945,10.889056448207576,4,10.0,0
17,F,Rurale,Secondaire,Précaire,9.36457859597382,51.848967426412415,81.2179988349838,72.31574835666437,9,4.905451919817921,1
18,M,Urbaine,Université,Moyenne,14.22737674077786,49.392221609648,83.03469847089576,1.1891504896618614,4,6.316108376337495,1
19,F,Urbaine,Primaire,Moyenne,10.087237373772108,46.78709132633554,52.91516659579393,23.539976600345977,5,7.405786758532251,0
20,M,Semi-urbaine,Secondaire,Moyenne,12.65004935689286,44.450100105555066,82.05230628360746,5.868759507299708,8,6.441983956983939,0
22,F,Urbaine,Secondaire,Moyenne,11.089949797568597,27.92707649792415,95.84789464043101,21.729927904508212,2,7.665900400980245,0
21,F,Urbaine,Université,Bonne,11.343401244793123,45.9735829054941,82.93558176613838,9.530001628914713,2,5.8492182413257074,0
19,F,Urbaine,Post-grad,Précaire,14.298728925121528,16.76482459134817,88.81610318119978,23.36476421608618,5,5.639330977641869,0
19,M,Urbaine,Université,Précaire,8.879418840552306,49.029515395421974,92.26769696159158,27.023262321233872,4,6.635319273432761,1
17,M,Urbaine,Secondaire,Moyenne,17.8355852228308,19.05332437639825,79.86096638843391,17.875988090623885,8,7.653122860676259,0
19,M,Urbaine,Université,Moyenne,6.536741792116511,42.83386564332016,95.96131991740589,53.44616253272948,6,9.564984074549205,1
19,M,Urbaine,Primaire,Bonne,10.206996950235428,38.421558326519694,100.0,125.57406313575666,9,7.753270752359631,0
20,M,Rurale,Primaire,Moyenne,13.110635669825223,24.70388269276336,62.14212043828893,25.590920329363303,7,6.495686298328843,0
18,F,Urbaine,Secondaire,Précaire,13.752942499305929,2.7577931345271547,79.8272537139019,10.68090046393687,2,8.661587846206618,0
21,F,Rurale,Secondaire,Bonne,11.698572838284885,57.03076004290429,100.0,15.785065750645172,8,9.000201794411163,0
23,M,Semi-urbaine,Secondaire,Moyenne,11.827827890995373,36.29016265021981,87.55848074811999,96.20771488378982,3,6.393306162360291,0
19,M,Urbaine,Université,Précaire,13.23165025598285,27.197951974525985,84.47722074263493,42.38953347139896,5,6.708094004341932,0
20,M,Rurale,Post-grad,Moyenne,11.30679156762696,32.06222257281709,81.12936354666903,30.349486364441987,4,6.145793967395746,0
21,F,Urbaine,Secondaire,Moyenne,16.179543773804717,6.848935279224206,100.0,8.104581717063407,5,8.641806610871715,0
19,F,Semi-urbaine,Secondaire,Moyenne,14.518047342694807,14.519656043427439,70.91510205656249,29.86706602888356,4,7.148381141359103,0
20,F,Urbaine,Primaire,Moyenne,14.618473053016903,48.90693999611847,98.89261790027706,16.320590873594302,8,4.188962137764472,1
20,F,Rurale,Primaire,Bonne,9.101529829888749,57.079992788341336,80.8487345383262,143.37850031775847,0,7.812317660261128,1
20,F,Rurale,Université,Bonne,11.761834726782892,12.211188229778081,73.75235615937723,107.73848310544373,7,9.97927056677669,0
18,F,Urbaine,Secondaire,Moyenne,11.09860215383789,31.990659288970434,81.5334602399627,4.381626229176546,4,10.0,1
20,M,Urbaine,Université,Précaire,8.983195872931603,28.64796801727,84.3042927114689,36.35107345049216,5,6.041785807606175,0
20,F,Rurale,Primaire,Bonne,13.0804925518373,42.54476061773757,77.53384561865748,12.748376849893683,2,5.606780631615512,0
22,M,Rurale,Primaire,Moyenne,10.38706272666055,21.106772948925702,100.0,26.447535555537215,3,10.0,0
21,F,Urbaine,Secondaire,Moyenne,13.96621148955071,41.15860527160598,73.86873857615835,104.716794999596,3,10.0,0
24,M,Rurale,Secondaire,Moyenne,8.789425311317004,44.91558671991043,87.10112271939741,37.48741312216798,1,7.934605402589764,1
18,F,Urbaine,Primaire,Bonne,17.157121838525462,26.793124519078653,93.06148887082045,20.33944620110285,3,3.5756152797552105,0
21,F,Rurale,Université,Moyenne,9.311002024223814,41.766802910529876,86.9458457302506,11.652646503174275,4,5.787358829524486,1
20,F,Urbaine,Primaire,Précaire,12.657907011601308,15.010894680119199,96.58344900224937,80.55317650335985,4,4.812882628689024,0
24,F,Semi-urbaine,Université,Moyenne,14.375577931164202,47.18291758128962,78.49653950854676,48.97723929655684,7,10.0,0
18,M,Urbaine,Secondaire,Bonne,10.288078709399661,8.879666648103434,94.33940559718482,31.56174215626153,9,3.9488401496322365,0
18,M,Urbaine,Primaire,Précaire,14.557405930298852,46.785610708389356,94.78342300175042,12.262068085222026,1,10.0,0
18,M,Urbaine,Secondaire,Bonne,8.312449206598751,46.88915625596437,99.52180115860928,20.34178040250127,3,6.788950345347821,1
17,M,Urbaine,Université,Moyenne,16.356353097547682,34.844406917218706,56.71513077608515,160.74845671967887,5,4.60460129824964,0
18,F,Urbaine,Secondaire,Moyenne,12.042447794897274,26.408058224004797,92.635692080111,36.70782813241545,1,8.973596870074077,0
18,M,Urbaine,Université,Moyenne,10.21076577609336,18.39016666596838,98.51904654342421,25.59958860957949,3,8.258988311999182,0
20,F,Rurale,Primaire,Précaire,11.102454682717697,41.065611985185676,78.82812053814268,36.84680802285763,5,4.4675546713240815,0
20,F,Urbaine,Université,Bonne,14.42675780817816,5.961402289960403,76.78267863635168,75.47702846563992,7,6.949513882673032,0
23,F,Urbaine,Secondaire,Moyenne,10.246634124448686,18.162748643710223,74.47933592166316,20.78402564460845,4,9.751136782394665,0
21,M,Urbaine,Université,Moyenne,9.751926931731667,37.45706079748254,69.51991515501439,9.8437140500205,6,6.180192954410992,0
18,F,Urbaine,Université,Moyenne,11.335390207248786,19.13520229422708,94.98640081011703,43.96614194422857,4,10.0,0
18,F,Urbaine,Post-grad,Précaire,8.469113661690095,21.21450647221529,100.0,54.7117098478233,3,5.510434299765698,1
20,F,Urbaine,Secondaire,Précaire,17.461631723825448,29.396711960969512,76.65969966762796,62.36454887689461,5,3.7559472434249312,1
17,F,Urbaine,Primaire,Moyenne,10.300816226355831,27.749119186196054,78.00177330692513,106.84827485234058,4,7.090431434195019,0
23,F,Urbaine,Primaire,Bonne,14.49485035854121,8.585787626857316,85.23094805316843,23.1950441024578,4,4.078714600644362,0
22,M,Urbaine,Université,Moyenne,12.628410250943318,23.368255004054266,60.97037481445481,3.917264334464653,4,7.249774579802022,0
19,F,Urbaine,Secondaire,Moyenne,9.046397848554095,33.19202093040391,74.56677498262191,158.92099522437607,5,7.010286282948935,1
17,M,Urbaine,Université,Moyenne,11.982135872361813,43.09775708003919,84.145514796051,28.547532928366582,4,5.482146918361526,0
22,M,Urbaine,Secondaire,Moyenne,14.352008337932244,54.052770459458685,71.59107515498626,48.80966872247955,8,10.0,0
19,M,Semi-urbaine,Secondaire,Moyenne,11.43521599474108,36.24885883346082,100.0,54.876442259494794,3,6.992048657426834,0
22,M,Urbaine,Primaire,Bonne,15.579338837553085,3.054343973064911,65.5927395239816,39.539511927621334,5,8.728730692779191,0
17,M,Rurale,Post-grad,Moyenne,15.06454617834559,68.1042092567164,98.51507986303173,11.486857679091917,4,8.857435664456414,0
18,M,Urbaine,Université,Moyenne,14.756744563974987,37.589840268091436,100.0,70.35405584928155,3,10.0,0
20,F,Rurale,Post-grad,Précaire,10.621029683181009,21.20051593270262,90.7258711727024,81.41879912592047,5,4.581162664569822,0
20,F,Rurale,Secondaire,Bonne,8.760472656655539,23.840619499328707,82.93824164566034,40.25710342246977,5,3.485054755815382,1
19,F,Urbaine,Université,Précaire,10.159237183911618,34.56372210602897,88.69422719458747,33.52636358877502,5,10.0,0
21,M,Semi-urbaine,Université,Précaire,12.588722822000161,13.651635783174878,78.39154699090159,6.048428003750623,2,8.162241890327447,0
17,M,Urbaine,Secondaire,Moyenne,13.637360140597067,12.164616902923703,54.458977022863095,4.384307220595832,4,7.252622027602732,1
19,F,Urbaine,Université,Moyenne,5.485285785718657,26.009056477661087,70.3112150049345,20.742816815854738,4,6.733404866012142,0
20,M,Rurale,Post-grad,Moyenne,11.975660395164748,68.52982278784152,84.83231326783176,18.61453731355777,7,6.378706236303437,1
21,M,Rurale,Université,Moyenne,12.474267675969553,40.36573143827592,70.88969672544228,153.58365880076107,2,8.722332471964362,0
21,F,Urbaine,Université,Moyenne,11.167367231053346,12.586831298425437,78.80315671346031,76.53659160015921,3,4.1124598888469155,0
17,M,Urbaine,Secondaire,Précaire,15.873821517047636,1.366579653308466,92.18768739117242,53.92935125772236,4,7.954662912846383,0
17,F,Urbaine,Secondaire,Bonne,13.265340222752613,11.703296646827727,87.1753625870874,36.45406627782475,5,9.062632123866983,0
22,F,Urbaine,Post-grad,Moyenne,15.93057572424269,33.27911607805335,100.0,9.158147376793597,7,8.4865042112461,1
20,M,Rurale,Primaire,Moyenne,11.352118438949303,20.757618311556143,89.41251307002403,191.8844562246315,5,6.857218728569676,0
18,M,Urbaine,Université,Moyenne,14.812432477520774,45.945073513635585,90.29456124584301,23.503437427514374,3,6.994675624034689,0
23,F,Urbaine,Université,Moyenne,16.90519918358256,14.149213049644796,74.31566071290581,5.654269482335344,2,9.571386541144152,0
20,F,Urbaine,Université,Moyenne,15.935080347817983,25.408657673001382,65.03340851887906,34.04106246779022,5,8.163840378876625,0
22,M,Urbaine,Post-grad,Moyenne,8.723575219713801,50.677215822239205,78.80616782484203,103.57287956533148,7,10.0,0
20,F,Urbaine,Secondaire,Moyenne,11.238971767372856,13.770392341978276,74.09222676020697,109.14730094319545,5,3.514606596422072,0
24,M,Rurale,Secondaire,Moyenne,10.964505883650611,17.9715216973904,82.49848553688271,0.5513242458151227,5,8.813431367701767,0
23,F,Semi-urbaine,Primaire,Bonne,13.467763605228983,24.64218506051932,69.0094245567191,108.70772268481997,7,5.377462533038008,0
19,F,Rurale,Secondaire,Moyenne,14.0590606650436,31.662133738986803,97.6373310585271,15.837299460124596,7,6.854178064351682,0
21,M,Urbaine,Secondaire,Bonne,9.483321977922792,26.3497431819295,74.03687610229734,1.9876056424126292,10,9.752012972727709,0
21,M,Semi-urbaine,Secondaire,Moyenne,12.203515541750813,6.231094074553364,79.54346467940275,94.12479544706157,4,4.995295780138995,1
22,M,Rurale,Université,Précaire,5.940218003531591,13.432106246488335,84.69711845539351,99.70605687463627,4,10.0,1
18,M,Rurale,Post-grad,Précaire,16.32583501740567,21.98364844037171,100.0,45.34562722358188,0,9.21132145556634,0
21,M,Urbaine,Primaire,Moyenne,10.46287727796992,20.66498134671736,100.0,42.71673305280939,3,8.15842588487205,0
22,F,Urbaine,Secondaire,Précaire,12.167591819533492,48.814650018623304,100.0,83.86450190740116,3,5.135926268825292,1
17,M,Urbaine,Post-grad,Précaire,11.071050858035816,57.58705082513509,65.77306569472887,77.16134095774562,2,6.640547270428395,0
17,F,Urbaine,Primaire,Bonne,15.438082725040246,50.98772553009548,79.40289285692505,110.41171113295376,9,6.283243803535463,0
17,F,Urbaine,Primaire,Bonne,3.4874806758078627,12.310986037732494,76.54920324321546,40.23159248634363,8,4.535374947954603,0
19,F,Urbaine,Primaire,Moyenne,11.950168973022272,53.40564936477953,90.55463691588413,171.55256964586908,8,9.187531294856976,0
21,F,Urbaine,Université,Précaire,11.682543727506907,30.002336426508446,89.63923904820389,277.9429667536901,4,6.1912693486393495,0
23,M,Rurale,Primaire,Précaire,10.639090837224952,20.303599789428606,76.25497227451005,6.195724042777619,10,6.648904162738002,1
